城市ID,行政归属,城市简称,拼音
WQTXYSX6B89Z,陕西省/榆林市/横山区,陕西/榆林/横山,Hengshan
WQYYP3NWNX6D,陕西省/榆林市/府谷县,陕西/榆林/府谷,Fugu
WQTMGUCEZU00,陕西省/榆林市/靖边县,陕西/榆林/靖边,Jingbian
WQSTB3PZMEXP,陕西省/榆林市/定边县,陕西/榆林/定边,Dingbian
WQWMKF9T74WM,陕西省/榆林市/绥德县,陕西/榆林/绥德,Suide
WQWQG0NTSN49,陕西省/榆林市/米脂县,陕西/榆林/米脂,Mizhi
WQY86134D9DY,陕西省/榆林市/佳县,陕西/榆林/佳县,Jiaxian
WQWTP9X4H1BR,陕西省/榆林市/吴堡县,陕西/榆林/吴堡,Wubu
WQW6CY4YTUZR,陕西省/榆林市/清涧县,陕西/榆林/清涧,Qingjian
WQWNPB92KU69,陕西省/榆林市/子洲县,陕西/榆林/子洲,Zizhou
WQYSFKZ9HSEU,陕西省/榆林市/神木市,陕西/榆林/神木,Shenmu
WMV9BV1YY1EC,陕西省/安康市,陕西/安康/安康,Ankang
WMVD0B77K0R2,陕西省/安康市/汉滨区,陕西/安康/汉滨,Hanbin
WMV5HVR23HXB,陕西省/安康市/汉阴县,陕西/安康/汉阴,Hanyin
WMUUP294PYD3,陕西省/安康市/石泉县,陕西/安康/石泉,Shiquan
WMVJ8CSPNFNN,陕西省/安康市/宁陕县,陕西/安康/宁陕,Ningshan
WMV1J8J4SR3K,陕西省/安康市/紫阳县,陕西/安康/紫阳,Ziyang
WMTRY5DT9UTM,陕西省/安康市/岚皋县,陕西/安康/岚皋,Langao
WMVB264PXTVB,陕西省/安康市/平利县,陕西/安康/平利,Pingli
WMTVK5W42YWZ,陕西省/安康市/镇坪县,陕西/安康/镇坪,Zhenping
WMVFC080DEX6,陕西省/安康市/旬阳县,陕西/安康/旬阳,Xunyang
WMY69QSQ7GQM,陕西省/安康市/白河县,陕西/安康/白河,Baihe
WQN0TV21C6RY,陕西省/商洛市,陕西/商洛/商洛,Shangluo
WQN0TTBE49T5,陕西省/商洛市/商州区,陕西/商洛/商州,Shangzhou
WQN3FH44QURY,陕西省/商洛市/洛南县,陕西/商洛/洛南,Luonan
WMYRWWGUER6D,陕西省/商洛市/丹凤县,陕西/商洛/丹凤,Danfeng
WMYYEPUQ7M02,陕西省/商洛市/商南县,陕西/商洛/商南,Shangnan
WMYNSRUNMT42,陕西省/商洛市/山阳县,陕西/商洛/山阳,Shanyang
WMVW5V8XG7DV,陕西省/商洛市/镇安县,陕西/商洛/镇安,Zhenan
WMVXDEK0NR01,陕西省/商洛市/柞水县,陕西/商洛/柞水,Zhashui
WQ3V4QR6VR6G,甘肃省/兰州市,甘肃/兰州/兰州,Lanzhou
WQ3V4S13X6PJ,甘肃省/兰州市/城关区,甘肃/兰州/城关,Chengguan
WQ3V1TSRUYEZ,甘肃省/兰州市/七里河区,甘肃/兰州/七里河,Qilihe
WQ3TMGVY4T5S,甘肃省/兰州市/西固区,甘肃/兰州/西固,Xigu
WQ3V2HRWPPME,甘肃省/兰州市/安宁区,甘肃/兰州/安宁,Anning
WQ3NU8K6H92P,甘肃省/兰州市/红古区,甘肃/兰州/红古,Honggu
WQ92VYQZV2M0,甘肃省/兰州市/永登县,甘肃/兰州/永登,Yongdeng
WQ3YTMWJDDCG,甘肃省/兰州市/皋兰县,甘肃/兰州/皋兰,Gaolan
WQ65CQ3C7U75,甘肃省/兰州市/榆中县,甘肃/兰州/榆中,Yuzhong
WPJFKJQ5BCWZ,甘肃省/嘉峪关市,甘肃/嘉峪关/嘉峪关,Jiayuguan
WQBEJ0TNY84M,甘肃省/金昌市,甘肃/金昌/金昌,Jinchang
WQBEJKQP0G5C,甘肃省/金昌市/金川区,甘肃/金昌/金川,Jinchuan
WQB987HQ3HYC,甘肃省/金昌市/永昌县,甘肃/金昌/永昌,Yongchang
WQ6PFTTX1VY6,甘肃省/白银市,甘肃/白银,Baiyin
WQ6PFTTX1VY6,甘肃省/白银市/白银区,甘肃/白银/白银,Baiyin
WQD8CQQZU032,甘肃省/白银市/平川区,甘肃/白银/平川,Pingchuan
WQD2N13ESY17,甘肃省/白银市/靖远县,甘肃/白银/靖远,Jingyuan
WQ6EN6ZPD6M7,甘肃省/白银市/会宁县,甘肃/白银/会宁,Huining
WQD524VQQVBQ,甘肃省/白银市/景泰县,甘肃/白银/景泰,Jingtai
WQ5HTXNGNE1W,甘肃省/天水市,甘肃/天水/天水,Tianshui
WQ5HTXRPUXMC,甘肃省/天水市/秦州区,甘肃/天水/秦州,Qinzhou
WQ5KJ8PFPH4X,甘肃省/天水市/麦积区,甘肃/天水/麦积,Maiji
WQ5MXN192JX8,甘肃省/天水市/清水县,甘肃/天水/清水,Qingshui
WQ5NKEFS3RNU,甘肃省/天水市/秦安县,甘肃/天水/秦安,Qinan
WQ4VSF6UYVHX,甘肃省/天水市/甘谷县,甘肃/天水/甘谷,Gangu
WQ4TD8E69JH5,甘肃省/天水市/武山县,甘肃/天水/武山,Wushan
WQ5X15E1C2US,甘肃省/天水市/张家川回族自治县,甘肃/天水/张家川,Zhangjiachuan
WQ8ZZ2UYK26X,甘肃省/武威市,甘肃/武威/武威,Wuwei
WQ8ZZ8SD0P07,甘肃省/武威市/凉州区,甘肃/武威/凉州,Liangzhou
WQC79WS9F1FC,甘肃省/武威市/民勤县,甘肃/武威/民勤,Minqin
WQ9JJJ4YTF20,甘肃省/武威市/古浪县,甘肃/武威/古浪,Gulang
WQ966U0BP5TS,甘肃省/武威市/天祝藏族自治县,甘肃/武威/天祝,Tianzhu
WNZMMYCRWTUZ,甘肃省/张掖市,甘肃/张掖/张掖,Zhangye
WNZMQQUDYXMD,甘肃省/张掖市/甘州区,甘肃/张掖/甘州,Ganzhou
WNYUFUV14HXU,甘肃省/张掖市/肃南裕固族自治县,甘肃/张掖/肃南,Sunan
WNZDW5YYUR0Z,甘肃省/张掖市/民乐县,甘肃/张掖/民乐,Minle
WNZNX7MSF0TW,甘肃省/张掖市/临泽县,甘肃/张掖/临泽,Linze
WPNBP2YTNS4D,甘肃省/张掖市/高台县,甘肃/张掖/高台,Gaotai
WNZUS5SJYEYY,甘肃省/张掖市/山丹县,甘肃/张掖/山丹,Shandan
WQ7F5V8HRBZU,甘肃省/平凉市,甘肃/平凉/平凉,Pingliang
WQ7F5RDTZ0KF,甘肃省/平凉市/崆峒区,甘肃/平凉/崆峒,Kongtong
WQK2GR8KNM6G,甘肃省/平凉市/泾川县,甘肃/平凉/泾川,Jingchuan
WQHX8BQ3XCB6,甘肃省/平凉市/灵台县,甘肃/平凉/灵台,Lingtai
WQK0GD0V7UBQ,甘肃省/平凉市/崇信县,甘肃/平凉/崇信,Chongxin
WQ72JPZQB5E6,甘肃省/平凉市/庄浪县,甘肃/平凉/庄浪,Zhuanglang
WQ74JDNYYXCT,甘肃省/平凉市/静宁县,甘肃/平凉/静宁,Jingning
WQ7B6GS5M5GG,甘肃省/平凉市/华亭市,甘肃/平凉/华亭,Huating
WPN41UK0D3H6,甘肃省/酒泉市,甘肃/酒泉/酒泉,Jiuquan
WPN41E4Z384M,甘肃省/酒泉市/肃州区,甘肃/酒泉/肃州,Suzhou
WPN76W0U3H0V,甘肃省/酒泉市/金塔县,甘肃/酒泉/金塔,Jinta
WPK0M8YWC8WC,甘肃省/酒泉市/瓜州县,甘肃/酒泉/瓜州,Guazhou
WP52Z43S8JZW,甘肃省/酒泉市/肃北蒙古族自治县,甘肃/酒泉/肃北,Subei
WP516W3J2R6N,甘肃省/酒泉市/阿克塞哈萨克族自治县,甘肃/酒泉/阿克塞,Akesai
WPJJ0KV8HBJP,甘肃省/酒泉市/玉门市,甘肃/酒泉/玉门,Yumen
WP5K632W4YHQ,甘肃省/酒泉市/敦煌市,甘肃/酒泉/敦煌,Dunhuang
WQKE38EK0NBP,甘肃省/庆阳市,甘肃/庆阳/庆阳,Qingyang
WQKE30MY2FBB,甘肃省/庆阳市/西峰区,甘肃/庆阳/西峰,Xifeng
WQKSYCEG4NQK,甘肃省/庆阳市/庆城县,甘肃/庆阳/庆城,Qingcheng
WQS21EJMZNNZ,甘肃省/庆阳市/环县,甘肃/庆阳/环县,Huanxian
WQKZ3PHTHKG8,甘肃省/庆阳市/华池县,甘肃/庆阳/华池,Huachi
WQKGF0CF87VY,甘肃省/庆阳市/合水县,甘肃/庆阳/合水,Heshui
WQM1FN8DKP8U,甘肃省/庆阳市/正宁县,甘肃/庆阳/正宁,Zhengning
WQK9ZY8FQR8K,甘肃省/庆阳市/宁县,甘肃/庆阳/宁县,Ningxian
WQK4ZRKEJ41D,甘肃省/庆阳市/镇原县,甘肃/庆阳/镇原,Zhenyuan
WQ66KU06BHB1,甘肃省/定西市,甘肃/定西/定西,Dingxi
WQ66KTJUW8WP,甘肃省/定西市/安定区,甘肃/定西/安定,Anding
WQ6B5PBWYG84,甘肃省/定西市/通渭县,甘肃/定西/通渭,Tongwei
WQ4RHGT1Z8YS,甘肃省/定西市/陇西县,甘肃/定西/陇西,Longxi
WQ4PGE4XN48S,甘肃省/定西市/渭源县,甘肃/定西/渭源,Weiyuan
WQ3C78EZ6QJ8,甘肃省/定西市/临洮县,甘肃/定西/临洮,Lintao
WQ4Q320XZQY5,甘肃省/定西市/漳县,甘肃/定西/漳县,Zhangxian
WQ1GZ7B369NN,甘肃省/定西市/岷县,甘肃/定西/岷县,Minxian
WMFTU75WU2CG,甘肃省/陇南市,甘肃/甘肃/陇南,Longnan
WMFW5823J5Q2,甘肃省/陇南市/武都区,甘肃/陇南/武都,Wudu
WMGPVSQGQX9X,甘肃省/陇南市/成县,甘肃/陇南/成县,Chengxian
WMF7QN3ESV1Q,甘肃省/陇南市/文县,甘肃/陇南/文县,Wenxian
WQ41XNX5WK11,甘肃省/陇南市/宕昌县,甘肃/陇南/宕昌,Dangchang
WMGJDGX96674,甘肃省/陇南市/康县,甘肃/陇南/康县,Kangxian
WQ4CS1JHGGDU,甘肃省/陇南市/西和县,甘肃/陇南/西和,Xihe
WQ4F3NQ2YTGC,甘肃省/陇南市/礼县,甘肃/陇南/礼县,Lixian
WQ52JGTHE0M0,甘肃省/陇南市/徽县,甘肃/陇南/徽县,Huixian
WQ58FYVQ3D2C,甘肃省/陇南市/两当县,甘肃/陇南/两当,Liangdang
WQ36SBF902FR,甘肃省/临夏回族自治州,甘肃/临夏,Linxia
WQ36SBF902FR,甘肃省/临夏回族自治州/临夏县,甘肃/临夏/临夏,Linxia
WQ3C0NYT5JVK,甘肃省/临夏回族自治州/康乐县,甘肃/临夏/康乐,Kangle
WQ3KRHG76MRY,甘肃省/临夏回族自治州/永靖县,甘肃/临夏/永靖,Yongjing
WQ39V4BTUZMG,甘肃省/临夏回族自治州/广河县,甘肃/临夏/广河,Guanghe
WQ33XCC4TW9Q,甘肃省/临夏回族自治州/和政县,甘肃/临夏/和政,Hezheng
WQ3DBVT8F9UN,甘肃省/临夏回族自治州/东乡族自治县,甘肃/临夏/东乡,Dongxiang
WQ35K6M0DDYK,甘肃省/临夏回族自治州/积石山保安族东乡族撒拉族自治县,甘肃/临夏/积石山,Jishishan
WQ1PJB8R8EFB,甘肃省/甘南藏族自治州,甘肃/甘肃/甘南,Gannan
WQ1NYPBJ3BD7,甘肃省/甘南藏族自治州/合作市,甘肃/甘南/合作,Hezuo
WQ1MRUCNJSC6,甘肃省/甘南藏族自治州/临潭县,甘肃/甘南/临潭,Lintan
WQ1SEPN7HG1W,甘肃省/甘南藏族自治州/卓尼县,甘肃/甘南/卓尼,Zhuoni
WQ40NVRYV22S,甘肃省/甘南藏族自治州/舟曲县,甘肃/甘南/舟曲,Zhouqu
WQ13SYDE8K43,甘肃省/甘南藏族自治州/迭部县,甘肃/甘南/迭部,Diebu
WQ096TT077KK,甘肃省/甘南藏族自治州/玛曲县,甘肃/甘南/玛曲,Maqu
WQ0UEZPEJ54Q,甘肃省/甘南藏族自治州/碌曲县,甘肃/甘南/碌曲,Luqu
WQ2BHZUYC5SD,甘肃省/甘南藏族自治州/夏河县,甘肃/甘南/夏河,Xiahe
WQ82K43YVYU8,青海省/西宁市,青海/西宁/西宁,Xining
WQ82HWCF35QF,青海省/西宁市/城东区,青海/西宁/城东,Chengdong
WQ2RFKFNPJ35,青海省/西宁市/城中区,青海/西宁/城中,Chengzhong
WQ827EYPSNYH,青海省/西宁市/城西区,青海/西宁/城西,Chengxi
WQ827XYMV34P,青海省/西宁市/城北区,青海/西宁/城北,Chengbei
WQ861FCHGDZN,青海省/西宁市/大通回族土族自治县,青海/西宁/大通,Datong
WQ2PXK95BT1K,青海省/西宁市/湟中县,青海/西宁/湟中,Huangzhong
WQ808MQS6P94,青海省/西宁市/湟源县,青海/西宁/湟源,Huangyuan
WQ2Y3RYEE7DY,青海省/海东市,青海/海东/海东,Haidong
WQ2ZD0VRKUYH,青海省/海东市/乐都区,青海/海东/乐都,Ledu
WQ2XEU9EBMPH,青海省/海东市/平安区,青海/海东/平安,Pingan
WQ3NEM8TTDGG,青海省/海东市/民和回族土族自治县,青海/海东/民和,Minhe
WQ83XBTWR1TG,青海省/海东市/互助土族自治县,青海/海东/互助,Huzhu
WQ2TR5Y9XXZ0,青海省/海东市/化隆回族自治县,青海/海东/化隆,Hualong
WQ2GGYR9MH67,青海省/海东市/循化撒拉族自治县,青海/海东/循化,Xunhua
WNXF241JU7T0,青海省/海北藏族自治州,青海/海北/海北,Haibei
WQ8K8KV6M95C,青海省/海北藏族自治州/门源回族自治县,青海/海北/门源,Menyuan
WNZ31NRYD7CG,青海省/海北藏族自治州/祁连县,青海/海北/祁连,Qilian
WNXCCV7QHD93,青海省/海北藏族自治州/海晏县,青海/海北/海晏,Haiyan
WNXHQE8RN077,青海省/海北藏族自治州/刚察县,青海/海北/刚察,Gangcha
WQ2D1TXVBJ01,青海省/黄南藏族自治州,青海/黄南/黄南,Huangnan
WQ2D1D0WYRCT,青海省/黄南藏族自治州/同仁县,青海/黄南/同仁,Tongren
WQ2S3SZGRM6N,青海省/黄南藏族自治州/尖扎县,青海/黄南/尖扎,Jianzha
WQ0PM100W37C,青海省/黄南藏族自治州/泽库县,青海/黄南/泽库,Zeku
WQ0JXFQUGT4Z,青海省/黄南藏族自治州/河南蒙古族自治县,青海/黄南/河南,Henan
WNRW6560ZURV,青海省/海南藏族自治州,青海/海南/海南,Hainan
WNRW3ST4RFJV,青海省/海南藏族自治州/共和县,青海/海南/共和,Gonghe
WNR8890F4U70,青海省/海南藏族自治州/同德县,青海/海南/同德,Tongde
WQ2JH4EN6R1D,青海省/海南藏族自治州/贵德县,青海/海南/贵德,Guide
WNR47J5HWBER,青海省/海南藏族自治州/兴海县,青海/海南/兴海,Xinghai
WNRDKT5UT0SZ,青海省/海南藏族自治州/贵南县,青海/海南/贵南,Guinan
WNPK15RJ0H84,青海省/果洛藏族自治州,青海/果洛/果洛,Guoluo
WNPK0UCK83BG,青海省/果洛藏族自治州/玛沁县,青海/果洛/玛沁,Maqin
WJZEK4TR5HGV,青海省/果洛藏族自治州/班玛县,青海/果洛/班玛,Banma
WNP1320CWDZP,青海省/果洛藏族自治州/甘德县,青海/果洛/甘德,Gande
WNNB584BJ218,青海省/果洛藏族自治州/达日县,青海/果洛/达日,Dari
WMBNJJXRZ7SM,青海省/果洛藏族自治州/久治县,青海/果洛/久治,Jiuzhi
WNJYDHURXZF1,青海省/果洛藏族自治州/玛多县,青海/果洛/玛多,Madu
WJUGXXRYCVG7,青海省/玉树藏族自治州,青海/玉树,Yushu
WJUGXXRYCVG7,青海省/玉树藏族自治州/玉树市,青海/玉树/玉树,Yushu
WJGG0T726UW2,青海省/玉树藏族自治州/杂多县,青海/玉树/杂多,Zaduo
WJVJCDF43FZE,青海省/玉树藏族自治州/称多县,青海/玉树/称多,Chenduo
WN5BXFHQE3RE,青海省/玉树藏族自治州/治多县,青海/玉树/治多,Zhiduo
WJSX5MYDDGN1,青海省/玉树藏族自治州/囊谦县,青海/玉树/囊谦,Nangqian
WNH45VPMTV1K,青海省/玉树藏族自治州/曲麻莱县,青海/玉树/曲麻莱,Qumacai
WNTHRYRP0P8J,青海省/海西蒙古族藏族自治州,青海/海西/海西,Haixi
WN7RPW01FK0F,青海省/海西蒙古族藏族自治州/格尔木市,青海/海西/格尔木,Geermu
WNTHXEN8J2YM,青海省/海西蒙古族藏族自治州/德令哈市,青海/海西/德令哈,Delingha
WN9RXN2FUH78,青海省/海西蒙古族藏族自治州/茫崖市,青海/海西/茫崖,Mangai
WNW40FYUY6FQ,青海省/海西蒙古族藏族自治州/乌兰县,青海/海西/乌兰,Wulan
WNMWXB5WVDKW,青海省/海西蒙古族藏族自治州/都兰县,青海省/海西/都兰,Dulan
WNWKJQ20JPZQ,青海省/海西蒙古族藏族自治州/天峻县,青海/海西/天峻,Tianjun
WQGDF7NXZRZB,宁夏回族自治区/银川市,宁夏/银川/银川,Yinchuan
WQGDFECDFF07,宁夏回族自治区/银川市/兴庆区,宁夏/银川/兴庆,Xingqing
WQG7P9J0MMRM,宁夏回族自治区/银川市/西夏区,宁夏/银川/西夏,Xixia
WQGDC7YKHVCU,宁夏回族自治区/银川市/金凤区,宁夏/银川/金凤,Jinfeng
WQG9CB8VHMNN,宁夏回族自治区/银川市/永宁县,宁夏/银川/永宁,Yongning
WQGEK1CDN8GE,宁夏回族自治区/银川市/贺兰县,宁夏/银川/贺兰,Helan
WQG8EXGHSDF8,宁夏回族自治区/银川市/灵武市,宁夏/银川/灵武,Lingwu
WQGTUXRECXJN,宁夏回族自治区/石嘴山市,宁夏/石嘴山/石嘴山,Shizuishan
WQGTUR539D4N,宁夏回族自治区/石嘴山市/大武口区,宁夏/石嘴山/大武口,Dawukou
WQGZMC4ZF66C,宁夏回族自治区/石嘴山市/惠农区,宁夏/石嘴山/惠农,Huinong
WQGV21SBBVT6,宁夏回族自治区/石嘴山市/平罗县,宁夏/石嘴山/平罗,Pingluo
WQG80DH3X35S,宁夏回族自治区/吴忠市,宁夏/吴忠/吴忠,Wuzhong
WQG80FD6W5XP,宁夏回族自治区/吴忠市/利通区,宁夏/吴忠/利通,Litong
WQEKVMHBDMR4,宁夏回族自治区/吴忠市/红寺堡区,宁夏/吴忠/红寺堡,Hongsibao
WQSQGVWK3QKQ,宁夏回族自治区/吴忠市/盐池县,宁夏/吴忠/盐池,Yanchi
WQE66K084GSK,宁夏回族自治区/吴忠市/同心县,宁夏/吴忠/同心,Tongxin
WQG2M9MFD1SQ,宁夏回族自治区/吴忠市/青铜峡市,宁夏/吴忠/青铜峡,Qingtongxia
WQ7SF3WEPQRU,宁夏回族自治区/固原市,宁夏/固原/固原,Guyuan
WQ7SFD33FJDT,宁夏回族自治区/固原市/原州区,宁夏/固原/原州,Yuanzhou
WQ7HTUNHRTFP,宁夏回族自治区/固原市/西吉县,宁夏/固原/西吉,Xiji
WQ76WU6JX1R0,宁夏回族自治区/固原市/隆德县,宁夏/固原/隆德,Longde
WQ79GDGJUX6E,宁夏回族自治区/固原市/泾源县,宁夏/固原/泾源,Jingyuan
WQ7GFQM97H6G,宁夏回族自治区/固原市/彭阳县,宁夏/固原/彭阳,Pengyang
WQDV3QM9ZDUM,宁夏回族自治区/中卫市,宁夏/中卫/中卫,Zhongwei
WQDV3T4WV5WP,宁夏回族自治区/中卫市/沙坡头区,宁夏/中卫/沙坡头,Shapotou
WQEJHX48C6QU,宁夏回族自治区/中卫市/中宁县,宁夏/中卫/中宁,Zhongning
WQE0H17GXQJG,宁夏回族自治区/中卫市/海原县,宁夏/中卫/海原,Haiyuan
TZY33C4YJBP3,新疆维吾尔自治区/乌鲁木齐市,新疆/乌鲁木齐/乌鲁木齐,Wulumuqi
TZY9UBXJKW3F,新疆维吾尔自治区/乌鲁木齐市/天池,新疆/乌鲁木齐/天池,Tianchi
TZY31M8B0VK0,新疆维吾尔自治区/乌鲁木齐市/沙依巴克区,新疆/乌鲁木齐/沙依巴克,Shayibake
TZY39NJQF8E4,新疆维吾尔自治区/乌鲁木齐市/新市区,新疆/乌鲁木齐/新市,Xinshi
TZY3672F74BZ,新疆维吾尔自治区/乌鲁木齐市/水磨沟区,新疆/乌鲁木齐/水磨沟,Shuimogou
TZY1T755SJTZ,新疆维吾尔自治区/乌鲁木齐市/头屯河区,新疆/乌鲁木齐/头屯河,Toutunhe
TZWY97DH51SN,新疆维吾尔自治区/乌鲁木齐市/达坂城区,新疆/乌鲁木齐/达坂城,Dabancheng
TZY656TH0C43,新疆维吾尔自治区/乌鲁木齐市/米东区,新疆/乌鲁木齐/米东,Midong
TZWRVZM42Y62,新疆维吾尔自治区/乌鲁木齐市/乌鲁木齐县,新疆/乌鲁木齐市/乌鲁木齐县,Wulumuqi
VBH77M0RQ24G,新疆维吾尔自治区/克拉玛依市,新疆/克拉玛依,Dushanzi
TZUK5TE15104,新疆维吾尔自治区/克拉玛依市/独山子区,新疆/克拉玛依/独山子,Dushanzi
VBH77M0RQ24G,新疆维吾尔自治区/克拉玛依市/克拉玛依区,新疆/克拉玛依/克拉玛依,Dushanzi
VBHECPMVBC2Y,新疆维吾尔自治区/克拉玛依市/白碱滩区,新疆/克拉玛依/白碱滩,Baijiantan
VBHYJSW72WWD,新疆维吾尔自治区/克拉玛依市/乌尔禾区,新疆/克拉玛依/乌尔禾,Wuerhe
TZXKM4G9GS71,新疆维吾尔自治区/吐鲁番市,新疆/吐鲁番/吐鲁番,Tulufan
TZXKM3JHFK87,新疆维吾尔自治区/吐鲁番市/高昌区,新疆/吐鲁番/高昌,Gaochang
WP85VH0PY75Z,新疆维吾尔自治区/吐鲁番市/鄯善县,新疆/吐鲁番/鄯善,Shanshan
TZX537BGWDP0,新疆维吾尔自治区/吐鲁番市/托克逊县,新疆/吐鲁番/托克逊,Tuokexun
WPDE8HGNVFWJ,新疆维吾尔自治区/哈密市,新疆/哈密/哈密,Hami
WPD7XUNHKNBN,新疆维吾尔自治区/哈密市/伊州区,新疆/哈密/伊州,Yizhou
WPF0H30S3J44,新疆维吾尔自治区/哈密市/巴里坤哈萨克自治县,新疆/哈密/巴里坤,Balikun
WPEQ4CQMTBQ5,新疆维吾尔自治区/哈密市/伊吾县,新疆/哈密/伊吾,Yiwu
TZY46T9GJ6Y0,新疆维吾尔自治区/昌吉回族自治州,新疆/昌吉,Changji
TZY46T9GJ6Y0,新疆维吾尔自治区/昌吉回族自治州/昌吉市,新疆/昌吉/昌吉,Changji
TZYE4J306SDB,新疆维吾尔自治区/昌吉回族自治州/阜康市,新疆/昌吉/阜康,Fukang
TZVG36WXHUBM,新疆维吾尔自治区/昌吉回族自治州/呼图壁县,新疆/昌吉/呼图壁,Hutubi
TZVK1BX6PWE9,新疆维吾尔自治区/昌吉回族自治州/玛纳斯县,新疆/昌吉/玛纳斯,Manasi
TZZDQMW5J6C2,新疆维吾尔自治区/昌吉回族自治州/奇台县,新疆/昌吉/奇台,Qitai
TZZ6M3FYSD7X,新疆维吾尔自治区/昌吉回族自治州/吉木萨尔县,新疆/昌吉/吉木萨尔,Jimusaer
WPB1Q75BK2PN,新疆维吾尔自治区/昌吉回族自治州/木垒哈萨克自治县,新疆/昌吉/木垒,Mulei
TZFR7QSK5DH2,新疆维吾尔自治区/博尔塔拉蒙古自治州,新疆/新疆/博尔塔拉,Boertala
TZFR7TC93WEK,新疆维吾尔自治区/博尔塔拉蒙古自治州/博乐市,新疆/博尔塔拉/博乐,Bole
VB48ZP18XJHZ,新疆维吾尔自治区/博尔塔拉蒙古自治州/阿拉山口市,新疆/博尔塔拉/阿拉山口,Alashankou
TZFVTZPMGFX5,新疆维吾尔自治区/博尔塔拉蒙古自治州/精河县,新疆/博尔塔拉/精河,Jinghe
TZCXGFS1PZE5,新疆维吾尔自治区/博尔塔拉蒙古自治州/温泉县,新疆/博尔塔拉/温泉,Wenquan
TZMM84XHV4GU,新疆维吾尔自治区/巴音郭楞蒙古自治州,新疆/新疆/巴音郭楞,Bayinguoleng
TZMM87UXBKRG,新疆维吾尔自治区/巴音郭楞蒙古自治州/库尔勒市,新疆/巴音郭楞/库尔勒,Kuerle
TZ7VTTGD1K6R,新疆维吾尔自治区/巴音郭楞蒙古自治州/轮台县,新疆/巴音郭楞/轮台,Luntai
TZM74EVKDWMM,新疆维吾尔自治区/巴音郭楞蒙古自治州/尉犁县,新疆/巴音郭楞/尉犁,Weili
TYYTYR77VZJN,新疆维吾尔自治区/巴音郭楞蒙古自治州/若羌县,新疆/巴音郭楞/若羌,Ruoqiang
TYUBFM3537NM,新疆维吾尔自治区/巴音郭楞蒙古自治州/且末县,新疆/巴音郭楞/且末,Qiemo
TZMX3FW7E0QT,新疆维吾尔自治区/巴音郭楞蒙古自治州/焉耆回族自治县,新疆/巴音郭楞/焉耆,Yanqi
TZT2Y04ECGV3,新疆维吾尔自治区/巴音郭楞蒙古自治州/和静县,新疆/巴音郭楞/和静,Hejing
TZTB2Z0B9ENG,新疆维吾尔自治区/巴音郭楞蒙古自治州/和硕县,新疆/巴音郭楞/和硕,Heshuo
TZMWG64P1R1Y,新疆维吾尔自治区/巴音郭楞蒙古自治州/博湖县,新疆/巴音郭楞/博湖,Bohu
TZ344WFBDS60,新疆维吾尔自治区/阿克苏地区,新疆/阿克苏,Akesu
TZ344WFBDS60,新疆维吾尔自治区/阿克苏地区/阿克苏市,新疆/阿克苏/阿克苏,Akesu
TZ34CDV9QMXZ,新疆维吾尔自治区/阿克苏地区/温宿县,新疆/阿克苏/温宿,Wensu
TZ7J24BUT5SJ,新疆维吾尔自治区/阿克苏地区/库车县,新疆/阿克苏/库车,Kuche
TZ6F7XYECUCV,新疆维吾尔自治区/阿克苏地区/沙雅县,新疆/阿克苏/沙雅,Shaya
TZ6SREGQR92H,新疆维吾尔自治区/阿克苏地区/新和县,新疆/阿克苏/新和,Xinhe
TZ6JYCRYTKB8,新疆维吾尔自治区/阿克苏地区/拜城县,新疆/阿克苏/拜城,Baicheng
TZ266ZVEBUCV,新疆维吾尔自治区/阿克苏地区/乌什县,新疆/阿克苏/乌什,Wushi
TZ1PJH6YVUBN,新疆维吾尔自治区/阿克苏地区/阿瓦提县,新疆/阿克苏/阿瓦提,Awati
TZ0NQUF3WE0N,新疆维吾尔自治区/阿克苏地区/柯坪县,新疆/阿克苏/柯坪,Keping
TXN1VJTX2P0K,新疆维吾尔自治区/克孜勒苏柯尔克孜自治州,新疆/新疆/克州,Kezhou
TXN1VQC3C8ST,新疆维吾尔自治区/克孜勒苏柯尔克孜自治州/阿图什市,新疆/克州/阿图什,Atushi
TWYN8R1172BW,新疆维吾尔自治区/克孜勒苏柯尔克孜自治州/阿克陶县,新疆/克州/阿克陶,Aketao
